issue_number,title,url,priority,clusters,comments_count,linked_prs,work_area,evidence,wiki_page
44181,[Bug]: [Bug] Severe GPU Memory Leak and OOM with Native KV Offloading in Multi-Node PP=2 TP=8 Setup (v0.22.0),https://github.com/vllm-project/vllm/issues/44181,11,prefix_cache_equivalence;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,0,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;moe;quantization;scheduler_memory,"a CUDA Out of Memory error. The memory leak seems accelerated when there are interleaved cache hits and misses under `--enable-prefix-caching`. ### Before submitting a new issue... - [x] Make sure you already searched for relevant issues, and asked the chatbo...",cases/44xxx/44181-bug-bug-severe-gpu-memory-leak-and-oom-with-native-kv-offloading-in-mu.md
272,Different from the output of the HF inference,https://github.com/vllm-project/vllm/issues/272,10,batch_invariance;verification_contract,2,,,"he HF inference .1, top-k=10, top-p=0.75，I think i infer the same prompt, I will get the same output, through test the hf and vllm inference, HF will get stable output then vllm sometimes get the different output. Is this normal? The p... Different from the o...",cases/00xxx/272-different-from-the-output-of-the-hf-inference.md
2555,Beam search running OOM on A100,https://github.com/vllm-project/vllm/issues/2555,10,quant_dtype_semantics,0,,ci_build;frontend_api;model_support;sampling_logits,odel_support;sampling_logits ch_size 2 \ --n_samples 2 \ --max_length_generation 2048 \ --precision bf16 \ --save_generations \ --top_p 1 \ --top_k -1 \ --temperature 0 \ --best_of 2 \ --dataset_path $dataset_path \ --use_beam_search \ --exc \ --te... Beam se...,cases/02xxx/2555-beam-search-running-oom-on-a100.md
5280,[Bug]: Regression in predictions in v0.4.3,https://github.com/vllm-project/vllm/issues/5280,10,verification_contract,5,,,[Bug]: Regression in predictions in v0.4.3 al tokens at temperature 0 and also the logprobs. I'll show here how to reproduce the issue with a TinyLLama (I noticed it orignally with Llama-3-8B-Instruct). Running 2 vLLM servers with: ```bash python -m vllm.entr...,cases/05xxx/5280-bug-regression-in-predictions-in-v0-4-3.md
6719,[Bug]: temperature=0 does not lead to Greedy Sampling,https://github.com/vllm-project/vllm/issues/6719,10,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract,3,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,"[Bug]: temperature=0 does not lead to Greedy Sampling ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding th `openai compatible server` mode, while I try to do greedy sampling to reproduce my errors,...",cases/06xxx/6719-bug-temperature-0-does-not-lead-to-greedy-sampling.md
7414,[Bug]: Prefix cache with prompts dedupe,https://github.com/vllm-project/vllm/issues/7414,10,prefix_cache_equivalence;batch_invariance;kv_identity_concurrency,2,,,"prompts dedupe t at the same time, no preceding same prompt has been given so far and 0 cache hit. BlockSpaceManagerV1 will allocate the same blocks because of the same hashing. Then where is the logic to dedupe the computation, if no... [Bug]: Prefix cache w...",cases/07xxx/7414-bug-prefix-cache-with-prompts-dedupe.md
11079,[Feature]: N-gram speculation on tokens other than prompt,https://github.com/vllm-project/vllm/issues/11079,10,kernel_autotune_reduction;verification_contract,4,,,"ther than prompt (which defeats the entire purpose of speculation, namely to produce the same outputs with lower latency). ### Additional context The interface for this feature could be as simple as this: (based on [this snippet](https:... [Feature]: N-gram s...",cases/11xxx/11079-feature-n-gram-speculation-on-tokens-other-than-prompt.md
12015,[Bug]: Failed to generate normal outputs on deepseek-vl2-tiny's MoE LM backbone,https://github.com/vllm-project/vllm/issues/12015,10,quant_dtype_semantics;verification_contract;backend_specific_drift,0,,attention_kv_cache;model_support;moe;multimodal_vlm;sampling_logits,"e future of AI is"", ] # Create a sampling params object. sampling_params = SamplingParams(temperature=0.0, max_tokens=2) # Create an LLM. llm = LLM( model=""estrogen/DeepSeekMoE-3B"", dtype=""half"", enforce_eager=True, trust_remote_code=True, hf_overrides={""arch...",cases/12xxx/12015-bug-failed-to-generate-normal-outputs-on-deepseek-vl2-tiny-s-moe-lm-ba.md
13828,[Bug]: Gibberish Output from LLaMA 3.1 8B using vLLM with xGrammar,https://github.com/vllm-project/vllm/issues/13828,10,kv_identity_concurrency;verification_contract,4,,,"Method**: xGrammar for structured JSON output **Sampling Parameters**: **SamplingParams( temperature=0.0, top_k=1, top_p=1.0, repetition_penalty=1.0 )** **Guided Decoding**: Enabled via JSON schema **Observed Issue:** The model occasionally returns gibberish...",cases/13xxx/13828-bug-gibberish-output-from-llama-3-1-8b-using-vllm-with-xgrammar.md
14724,[RFC]: KV Cache Offloading for Cross-Engine KV Reuse,https://github.com/vllm-project/vllm/issues/14724,10,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,2,,,"Engine KV Reuse ance fetches KV tensors independently from the cache backend. In case of cache misses, before proceeding with prefill computation, participants must align the potentially different number of KV tensors fetched from the... [RFC]: KV Cache Offlo...",cases/14xxx/14724-rfc-kv-cache-offloading-for-cross-engine-kv-reuse.md
15551,"[Bug]: Structured Output not working with MistralTokenizer (vLLM 0.8.2, V1)",https://github.com/vllm-project/vllm/issues/15551,10,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,4,,attention_kv_cache;frontend_api;model_support;scheduler_memory,"oughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% /home/user/code/play-vllm/.venv/lib/python3.10/site-packages/torch/utils/cpp_extension.py:2059: UserWarning: TORCH_CUDA_ARCH_LIST is not set, all ar...",cases/15xxx/15551-bug-structured-output-not-working-with-mistraltokenizer-vllm-0-8-2-v1.md
16945,[Bug]: top k isn't deterministic,https://github.com/vllm-project/vllm/issues/16945,10,batch_invariance;verification_contract,2,,,[Bug]: top k isn't deterministic [Bug]: top k isn't deterministic bug ### Your current environment main branch 299ebb62b269ce167eb1c71b5e39a1dc1f65ce1c ### 🐛 Describe the bug Question: Will same prompt and same sampling_param lead to same output? https... [Bu...,cases/16xxx/16945-bug-top-k-isn-t-deterministic.md
22341,"[Bug]: When using streaming output, the error 'Caught handled exception, but response already started' occurs.",https://github.com/vllm-project/vllm/issues/22341,10,prefix_cache_equivalence;kv_identity_concurrency;verification_contract;backend_specific_drift,3,,,"tarted' occurs. ns/s, Running: 3 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.4%, Prefix cache hit rate: 77.7% (APIServer pid=388) ERROR: Exception in ASGI application (APIServer pid=388) + Exception Group Traceback (most recent call l... [Bug]: When using st...",cases/22xxx/22341-bug-when-using-streaming-output-the-error-caught-handled-exception-but.md
28219,[Bug]: DeepSeek-R1-Distill-Llama-8B tool calls returned in content instead of tool_calls array,https://github.com/vllm-project/vllm/issues/28219,10,verification_contract,6,,,ool_calls array ng them properly. This could be due to: 1. The DeepSeek-R1 model using a different output format than Llama 3.1 2. The presence of ` ` tags in the output interfering with parsing 3. The chat template not being compatibl... [Bug]: DeepSeek-R1-D...,cases/28xxx/28219-bug-deepseek-r1-distill-llama-8b-tool-calls-returned-in-content-instea.md
28975,[Bug]: aot_compile does not preserve dynamic shapes state on cache hit.,https://github.com/vllm-project/vllm/issues/28975,10,prefix_cache_equivalence;verification_contract,6,,,[Bug]: aot_compile does not preserve dynamic shapes state on cache hit. [Bug]: aot_compile does not preserve dynamic shapes state on cache hit. bug;torch.compile ### Your current environment latest pytorch commit and latest vLLM commit. ### 🐛 Describe the bug...,cases/28xxx/28975-bug-aot-compile-does-not-preserve-dynamic-shapes-state-on-cache-hit.md
29468,[CI Failure]: mi325_1: Basic Models Tests (Other),https://github.com/vllm-project/vllm/issues/29468,10,quant_dtype_semantics;verification_contract;backend_specific_drift,4,,ci_build;hardware_porting;model_support;quantization,"** 1. **GPTQ quantization failure**: GPTQ quantization with Transformers backend produces different outputs on ROCm compared to native vLLM implementation, causing the logprobs comparison to fail. 2. **Model registry import failures**: Three specialized model...",cases/29xxx/29468-ci-failure-mi325-1-basic-models-tests-other.md
31064,[RFC]: Optional Hidden States Transfer in `KVConnectorBase_V1` to Eliminate Decoder Prefix-Prefill in P/D Disaggregation,https://github.com/vllm-project/vllm/issues/31064,10,prefix_cache_equivalence;batch_invariance;kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,,"/D Disaggregation - manage hidden states with a request/token-scoped lifecycle, - ensure deterministic reclamation after sampling, - avoid introducing long-lived cache semantics. One possible implementation approach is to use pre-registe... [RFC]: Optional Hi...",cases/31xxx/31064-rfc-optional-hidden-states-transfer-in-kvconnectorbase-v1-to-eliminate.md
32259,[Bug]: offline infer of mm model cache,https://github.com/vllm-project/vllm/issues/32259,10,prefix_cache_equivalence;verification_contract;backend_specific_drift,3,,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;multimodal_vlm;sampling_logits;speculative_decoding,"culative_decoding uses MultiModalProcessorSenderCache. In offline inference mode, after a cache hit occurs, only the cached metadata is returned. As a result, the feature processing backend cannot obtain the actual features, leading to a... [Bug]: offline inf...",cases/32xxx/32259-bug-offline-infer-of-mm-model-cache.md
33980,[RFC]: Sparse attention KV cache offloading to support longer sequence length,https://github.com/vllm-project/vllm/issues/33980,10,prefix_cache_equivalence;kv_identity_concurrency;verification_contract;backend_specific_drift,2,,attention_kv_cache;frontend_api;model_support;sampling_logits;scheduler_memory,"scheduler_memory nd preload behind layer's topk KV cache parallelly, only a small part of cache miss KV cache need to be onload sequentially again after getting the actual topk index, allow us to minimize the additional loading time ove... [RFC]: Sparse atten...",cases/33xxx/33980-rfc-sparse-attention-kv-cache-offloading-to-support-longer-sequence-le.md
36755,[Bug] Preemption + async scheduling race can corrupt prompt-token accounting and crash Prometheus counters,https://github.com/vllm-project/vllm/issues/36755,10,batch_invariance;kv_identity_concurrency;verification_contract,4,,,"rometheus counters Request state**, not a **schedule-time snapshot**. ### Root cause The deterministic root cause appears to be: > `update_from_output()` / `EngineCoreOutput(...)` reads mutable fields from `Request` at output-materializat... [Bug] Preemption...",cases/36xxx/36755-bug-preemption-async-scheduling-race-can-corrupt-prompt-token-accounti.md
37648,BGE-M3 /pooling endpoint crashes with split_with_sizes error after ~50-100 requests,https://github.com/vllm-project/vllm/issues/37648,10,verification_contract,5,,,"After ~50-100 sequential single-item requests, the engine crashes with `split_with_sizes` mismatch - The crash is fatal — the engine enters `EngineDeadError` state and all subsequent requests return 500 - Batch requests (multiple items in `input` array) crash...",cases/37xxx/37648-bge-m3-pooling-endpoint-crashes-with-split-with-sizes-error-after-50-1.md
37919,[Bug]: Qwen3.5-35B-A3B compile cache miss 100% on subgraphs.,https://github.com/vllm-project/vllm/issues/37919,10,prefix_cache_equivalence;quant_dtype_semantics;verification_contract,5,,ci_build;model_support,[Bug]: Qwen3.5-35B-A3B compile cache miss 100% on subgraphs. ci_build;model_support [Bug]: Qwen3.5-35B-A3B compile cache miss 100% on subgraphs. bug;torch.compile ### Your current environment vllm trunk + torch trunk ### 🐛 Describe the bug repro ``` vllm serv...,cases/37xxx/37919-bug-qwen3-5-35b-a3b-compile-cache-miss-100-on-subgraphs.md
38194,[Performance]: Prefix cache hit lower on vLLM than on other inference stacks,https://github.com/vllm-project/vllm/issues/38194,10,prefix_cache_equivalence;batch_invariance;quant_dtype_semantics;verification_contract;backend_specific_drift,0,,distributed_parallel;frontend_api;model_support;quantization;scheduler_memory,[Performance]: Prefix cache hit lower on vLLM than on other inference stacks distributed_parallel;frontend_api;model_support;quantization;scheduler_memory [Performance]: Prefix cache hit lower on vLLM than on other inference stacks performance ### Report of p...,cases/38xxx/38194-performance-prefix-cache-hit-lower-on-vllm-than-on-other-inference-sta.md
38286,[Feature]: Batch invariance on 3090,https://github.com/vllm-project/vllm/issues/38286,10,batch_invariance;verification_contract,4,,,"[Feature]: Batch invariance on 3090 [Feature]: Batch invariance on 3090 feature request ### 🚀 The feature, motivation and pitch Batch Invariance does not work on the 3090 (two unit tests failing) but in my testing I had managed to run Qwen3-0.6B and get d......",cases/38xxx/38286-feature-batch-invariance-on-3090.md
40001,[Performance]: vllm 19.0 online server测试波动偏大,https://github.com/vllm-project/vllm/issues/40001,10,batch_invariance;kernel_autotune_reduction;verification_contract;backend_specific_drift,0,,,[Performance]: vllm 19.0 online server测试波动偏大 ``` 在batch size 为32，temperature 0 seed 42下请求调用，一批116的数据测试acc波动很大 ``` accuracy: 0.7155172413793104 precision: 0.7916666666666666 recall: 0.6551724137931034 f1: 0.7169811320754716 tp: 38 fp: 10 fn: 20 tn: 45 accuracy...,cases/40xxx/40001-performance-vllm-19-0-online-server.md
41081,"[Bug]:  vLLM only prints access logs, not performance statistics logs (v0.1.dev15830+g8d599d76a with deepseek-V4-flash)",https://github.com/vllm-project/vllm/issues/41081,10,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,attention_kv_cache;distributed_parallel;frontend_api;model_support;moe;quantization;scheduler_memory,"scheduler_memory ns/s, Running: 2 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.3%, Prefix cache hit rate: 96.9% 13:57:55 Avg prompt throughput: 83.6 tokens/s, Avg generation throughput: 1.8 tokens/s, Running: 11 reqs, Waiting: 0 reqs, G... [Bug]: vLLM only pr...",cases/41xxx/41081-bug-vllm-only-prints-access-logs-not-performance-statistics-logs-v0-1-.md
